CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
DSK000002,computer,Desktop,IM0041304,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 10:17,,07-03-2014 08:48,07-03-2014 08:48,"1,95,17,22,222",Hardware,1.0,,,NAM,Mobile Core,network operations monitoring update | Mobile Core traffic congestion affecting node performance | impacting computer services | requires infrastructure verification | telecom disruption identified,0
SUB000456,subapplication,Web Based Application,IM0041305,Closed,4,4,4.0,incident,closed,2.0,05-03-2014 10:17,,12-03-2014 07:54,12-03-2014 07:54,"5,01,18,88,889",No error - works as designed,1.0,,,APAC,5G Network,network operations monitoring update | 5G Network vpn disruption affecting connectivity | engineering review in progress | impacting subapplication services | active outage affecting telecom services,0
DTA000023,application,Desktop Application,IM0041306,Closed,4,4,4.0,incident,closed,2.0,05-03-2014 10:21,,06-03-2014 15:41,06-03-2014 15:42,"5,80,33,33,333",Software,1.0,,,EMEA,Mobile Core,critical operational issue detected | impacting application services | ticket escalated to telecom support | ongoing operational activity observed | Mobile Core vpn disruption affecting connectivity,0
SBA000033,application,Server Based Application,IM0041307,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 10:26,,05-03-2014 11:08,05-03-2014 11:08,"0,689166667",Other,1.0,,,EMEA,Wireless Network,network operations monitoring update | network issue impacting operations | monitoring ongoing service issue | impacting application services | Wireless Network network latency impacting operations,0
SUB000456,subapplication,Web Based Application,IM0041308,Closed,4,4,4.0,incident,closed,2.0,05-03-2014 10:32,,06-03-2014 10:54,06-03-2014 10:54,"1,08,64,72,222",Other,1.0,,,APAC,Wireless Network,impacting subapplication services | telecom workflow activity detected | clarification needed for ongoing connectivity issue | Wireless Network network slowdown affecting enterprise traffic | ticket escalated to telecom support,0
SBA000462,application,Server Based Application,IM0041309,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 10:33,,06-03-2014 12:18,06-03-2014 12:19,"1,22,66,94,444",Software,1.0,,,APAC,Wireless Network,request raised for outage escalation support | Wireless Network traffic congestion affecting node performance | engineering review in progress | impacting application services | ongoing operational activity observed,0
SBA000039,application,Server Based Application,IM0041310,Closed,3,3,3.0,incident,closed,0.0,04-03-2014 16:25,,05-03-2014 10:33,05-03-2014 10:34,"4,64,36,11,111",Other,1.0,,,APAC,Core Network,impacting application services | awaiting operational confirmation | Core Network network latency impacting operations | critical operational issue detected | network operations monitoring update,0
SUB000426,subapplication,Web Based Application,IM0041311,Closed,4,4,4.0,incident,closed,3.0,04-03-2014 16:44,,18-03-2014 13:27,18-03-2014 13:27,"1,01,42,44,444",Operator error,1.0,,,APAC,Core Network,network degradation impacting enterprise traffic | impacting subapplication services | telecom ticket under investigation | awaiting operational confirmation | Core Network routing instability detected in network,0
SBA000399,application,Server Based Application,IM0041312,Closed,3,3,3.0,incident,closed,0.0,04-03-2014 17:30,,05-03-2014 09:51,05-03-2014 09:51,"2,85,13,88,889",No error - works as designed,1.0,,,APAC,Wireless Network,network issue impacting operations | Wireless Network network latency impacting operations | engineering review in progress | impacting application services | network operations monitoring update,0
SAN000182,storage,SAN,IM0041313,Closed,4,4,4.0,incident,closed,0.0,04-03-2014 17:49,,05-03-2014 17:08,05-03-2014 17:08,"9,82,66,66,667",Other,1.0,,,EMEA,5G Network,further network analysis required | request raised for outage escalation support | ongoing operational activity observed | impacting storage services | 5G Network traffic congestion affecting node performance,0
DCE000102,hardware,DataCenterEquipment,IM0041314,Closed,5,5,5.0,incident,closed,0.0,04-03-2014 17:53,,06-03-2014 20:52,06-03-2014 20:52,"0,102222222",Hardware,1.0,,,APAC,Fiber Network,Fiber Network traffic congestion affecting node performance | engineering review in progress | telecom workflow activity detected | impacting hardware services | request raised for outage escalation support,0
DCE000112,hardware,DataCenterEquipment,IM0041315,Closed,5,5,5.0,incident,closed,0.0,04-03-2014 17:55,,06-03-2014 17:51,06-03-2014 17:51,"0,080277778",Hardware,1.0,,,APAC,5G Network,telecom disruption identified | impacting hardware services | ongoing operational activity observed | 5G Network network slowdown affecting enterprise traffic | monitoring ongoing service issue,0
DCE000108,hardware,DataCenterEquipment,IM0041316,Closed,5,5,5.0,incident,closed,0.0,04-03-2014 17:56,,07-03-2014 09:41,07-03-2014 09:41,"0,066666667",Hardware,1.0,,,EMEA,Mobile Core,Mobile Core intermittent wireless instability observed | impacting hardware services | clarification needed for ongoing connectivity issue | awaiting operational confirmation | telecom workflow activity detected,0
SBA000773,application,Server Based Application,IM0041317,Closed,5,5,5.0,incident,closed,3.0,04-03-2014 19:01,08-03-2014 23:02,11-03-2014 14:51,11-03-2014 14:51,"4,93,65,83,333",Operator error,2.0,1.0,,EMEA,Fiber Network,Fiber Network vpn disruption affecting connectivity | telecom workflow activity detected | awaiting operational confirmation | impacting application services | urgent investigation required for telecom disruption,1
SUB000456,subapplication,Web Based Application,IM0041318,Closed,4,4,4.0,incident,closed,0.0,04-03-2014 19:09,,04-03-2014 19:19,04-03-2014 19:40,0,Other,1.0,,,NAM,5G Network,5G Network telecom outage impacting regional services | telecom ticket under investigation | impacting subapplication services | critical operational issue detected | further network analysis required,0
WBA000058,application,Web Based Application,IM0041319,Closed,4,4,4.0,incident,closed,0.0,04-03-2014 19:11,,04-03-2014 19:14,04-03-2014 19:14,0,Other,1.0,,,EMEA,Wireless Network,impacting application services | network operations monitoring update | network issue impacting operations | awaiting operational confirmation | Wireless Network traffic congestion affecting node performance,0
SBA000017,application,Server Based Application,IM0041320,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 08:45,,05-03-2014 09:00,05-03-2014 09:00,"0,251944444",Unknown,1.0,,,EMEA,VPN Service,ticket escalated to telecom support | telecom workflow activity detected | impacting application services | network issue impacting operations | VPN Service packet loss affecting telecom traffic,0
WBA000124,application,Web Based Application,IM0041321,Closed,4,4,4.0,incident,closed,2.0,05-03-2014 09:03,,06-03-2014 12:26,06-03-2014 12:26,"1,38,74,16,667",Other,1.0,,,NAM,Wireless Network,telecom ticket under investigation | Wireless Network network slowdown affecting enterprise traffic | impacting application services | awaiting operational confirmation | requesting update regarding ongoing issue,0
SUB000455,subapplication,Web Based Application,IM0041322,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:15,,05-03-2014 09:58,05-03-2014 09:58,"0,725",Other,1.0,,,APAC,VPN Service,impacting subapplication services | ongoing operational activity observed | ticket escalated to telecom support | telecom disruption identified | VPN Service packet loss affecting telecom traffic,0
SUB000455,subapplication,Web Based Application,IM0041323,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:15,,05-03-2014 10:05,05-03-2014 10:05,"0,824166667",Other,1.0,,,NAM,Mobile Core,Mobile Core connectivity fluctuations under investigation | clarification needed for ongoing connectivity issue | issue under telecom investigation | impacting subapplication services | telecom ticket under investigation,0
SUB000455,subapplication,Web Based Application,IM0041324,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:16,,05-03-2014 09:56,05-03-2014 09:56,"0,657777778",Data,1.0,,,APAC,Mobile Core,service instability reported | impacting subapplication services | further network analysis required | ongoing operational activity observed | Mobile Core connectivity fluctuations under investigation,0
SUB000455,subapplication,Web Based Application,IM0041325,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:17,,05-03-2014 09:54,05-03-2014 09:54,"0,618055556",Data,1.0,,,EMEA,5G Network,5G Network network latency impacting operations | urgent investigation required for telecom disruption | impacting subapplication services | issue under telecom investigation | network operations monitoring update,0
SUB000455,subapplication,Web Based Application,IM0041326,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:18,,05-03-2014 09:37,05-03-2014 09:37,"0,308611111",Data,1.0,,,NAM,Mobile Core,Mobile Core packet loss affecting telecom traffic | telecom ticket under investigation | impacting subapplication services | telecom disruption identified | issue under telecom investigation,0
SUB000455,subapplication,Web Based Application,IM0041327,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:19,,05-03-2014 09:33,05-03-2014 09:33,"0,226111111",Data,1.0,,,NAM,Fiber Network,Fiber Network routing instability detected in network | impacting subapplication services | engineering review in progress | telecom disruption identified | telecom ticket under investigation,0
DTA000057,application,Desktop Application,IM0041328,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 09:29,,05-03-2014 13:20,05-03-2014 13:20,"1,78,55,55,556",No error - works as designed,1.0,,,EMEA,5G Network,service instability reported | ongoing operational activity observed | 5G Network traffic congestion affecting node performance | impacting application services | awaiting operational confirmation,0
SBA000747,application,Server Based Application,IM0041329,Closed,NS,3,,incident,closed,0.0,05-03-2014 09:39,,05-03-2014 12:30,05-03-2014 12:30,"2,42,36,11,111",Other,1.0,,,NAM,5G Network,telecom ticket under investigation | impacting application services | monitoring ongoing service issue | 5G Network network slowdown affecting enterprise traffic | network issue impacting operations,0
SBA000461,application,Server Based Application,IM0041330,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:44,,05-03-2014 10:23,05-03-2014 10:23,"0,645555556",Software,1.0,,,NAM,Core Network,critical operational issue detected | monitoring ongoing service issue | telecom ticket under investigation | impacting application services | Core Network packet loss affecting telecom traffic,0
SBA000326,application,Server Based Application,IM0041331,Closed,NS,3,,incident,closed,5.0,05-03-2014 09:53,,18-03-2014 09:10,18-03-2014 09:10,"6,685",Software,1.0,1.0,,APAC,5G Network,network operations monitoring update | ticket escalated to telecom support | critical operational issue detected | impacting application services | 5G Network connectivity fluctuations under investigation,0
WBA000103,application,Web Based Application,IM0041332,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 09:56,,05-03-2014 10:47,05-03-2014 10:47,"0,846388889",Software,1.0,,,NAM,Wireless Network,impacting application services | network issue impacting operations | Wireless Network intermittent wireless instability observed | monitoring ongoing service issue | telecom ticket under investigation,0
SBA000172,application,Server Based Application,IM0041333,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 10:00,,05-03-2014 12:38,05-03-2014 12:38,"2,63,55,55,556",Other,1.0,,,APAC,Mobile Core,clarification needed for ongoing connectivity issue | telecom ticket under investigation | issue under telecom investigation | impacting application services | Mobile Core vpn disruption affecting connectivity,0
DTA000033,application,Desktop Application,IM0041334,Closed,5,4,4.0,incident,closed,0.0,05-03-2014 10:02,,,05-03-2014 12:26,"0,953611111",No error - works as designed,1.0,,,APAC,5G Network,5G Network network slowdown affecting enterprise traffic | network operations monitoring update | ticket escalated to telecom support | impacting application services | telecom disruption identified,0
SBA000063,application,Server Based Application,IM0041335,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 10:03,,11-03-2014 07:49,11-03-2014 07:53,"0,513611111",Other,1.0,,,EMEA,Fiber Network,Fiber Network packet loss affecting telecom traffic | telecom disruption identified | impacting application services | ticket escalated to telecom support | telecom workflow activity detected,0
DTA000017,application,Desktop Application,IM0041336,Closed,NS,3,,incident,closed,1.0,05-03-2014 10:05,,05-03-2014 13:12,05-03-2014 13:15,"3,15,63,88,889",Other,1.0,,,NAM,5G Network,ticket escalated to telecom support | telecom disruption identified | 5G Network service degradation impacting users | impacting application services | telecom workflow activity detected,0
WBA000011,application,Web Based Application,IM0041337,Closed,5,5,5.0,incident,closed,5.0,05-03-2014 10:08,,13-03-2014 14:25,13-03-2014 14:26,"6,73,06,38,889",Other,1.0,,,EMEA,Fiber Network,active outage affecting telecom services | Fiber Network traffic congestion affecting node performance | impacting application services | further network analysis required | telecom workflow activity detected,0
DSK000005,computer,Desktop,IM0041338,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 10:15,,06-03-2014 08:13,06-03-2014 08:14,"8,48,19,44,444",Unknown,1.0,,,EMEA,Wireless Network,ongoing operational activity observed | network issue impacting operations | Wireless Network routing instability detected in network | further network analysis required | impacting computer services,0
LAP000002,computer,Laptop,IM0041339,Closed,5,5,5.0,incident,closed,2.0,05-03-2014 10:16,,07-03-2014 13:08,07-03-2014 13:08,"1,37,95,83,333",Operator error,1.0,,,EMEA,Wireless Network,telecom workflow activity detected | service instability reported | monitoring ongoing service issue | impacting computer services | Wireless Network telecom outage impacting regional services,0
SAN000157,storage,SAN,IM0041340,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 10:18,,05-03-2014 16:19,05-03-2014 16:19,"0,142777778",Hardware,1.0,,,APAC,Mobile Core,impacting storage services | awaiting operational confirmation | Mobile Core connectivity fluctuations under investigation | critical operational issue detected | telecom ticket under investigation,0
ADB000010,database,Database,IM0041341,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 10:26,,05-03-2014 10:54,05-03-2014 10:54,"0,472222222",User error,1.0,,,EMEA,VPN Service,request raised for outage escalation support | monitoring ongoing service issue | impacting database services | VPN Service intermittent wireless instability observed | telecom workflow activity detected,0
WBA000049,application,Web Based Application,IM0041342,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 10:41,,,05-03-2014 11:03,"0,359166667",Unknown,1.0,,,EMEA,5G Network,telecom ticket under investigation | telecom disruption identified | 5G Network telecom outage impacting regional services | awaiting operational confirmation | impacting application services,0
SBA000017,application,Server Based Application,IM0041343,Closed,NS,3,,incident,closed,1.0,05-03-2014 10:49,,,05-03-2014 10:52,"0,036944444",User error,1.0,,,NAM,Wireless Network,monitoring ongoing service issue | Wireless Network telecom outage impacting regional services | impacting application services | ongoing operational activity observed | requesting update regarding ongoing issue,0
SBA000017,application,Server Based Application,IM0041344,Closed,3,3,3.0,incident,closed,1.0,05-03-2014 10:54,,,05-03-2014 10:57,"0,056944444",User error,1.0,,,APAC,Mobile Core,further network analysis required | active outage affecting telecom services | impacting application services | telecom ticket under investigation | Mobile Core packet loss affecting telecom traffic,0
SBA000609,application,Server Based Application,IM0041345,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 10:38,,10-03-2014 11:06,10-03-2014 11:07,"3,19,85,55,556",Other,1.0,1.0,,NAM,5G Network,guidance required regarding network instability | impacting application services | 5G Network service degradation impacting users | ongoing operational activity observed | monitoring ongoing service issue,0
SBA000811,application,Server Based Application,IM0041346,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 10:38,,10-03-2014 08:53,10-03-2014 08:54,"1,87,62,77,778",Software,1.0,,,EMEA,Wireless Network,service instability reported | telecom ticket under investigation | impacting application services | ticket escalated to telecom support | Wireless Network packet loss affecting telecom traffic,0
ADB000010,database,Database,IM0041347,Closed,3,4,3.0,incident,closed,0.0,05-03-2014 10:54,,05-03-2014 11:06,05-03-2014 11:06,"0,206111111",User error,1.0,,,EMEA,VPN Service,ongoing operational activity observed | VPN Service packet loss affecting telecom traffic | issue under telecom investigation | impacting database services | clarification needed for ongoing connectivity issue,0
SBA000458,application,Server Based Application,IM0041348,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 10:56,07-03-2014 12:33,10-03-2014 12:32,10-03-2014 12:32,"1,31,03,05,556",No error - works as designed,2.0,,,APAC,Core Network,impacting application services | Core Network packet loss affecting telecom traffic | service instability reported | ticket escalated to telecom support | telecom ticket under investigation,1
WBA000011,application,Web Based Application,IM0041349,Closed,5,5,5.0,incident,closed,1.0,05-03-2014 10:58,,05-03-2014 12:48,05-03-2014 12:48,"1,83,16,66,667",No error - works as designed,1.0,,,EMEA,Mobile Core,ticket escalated to telecom support | service instability reported | impacting application services | ongoing operational activity observed | Mobile Core packet loss affecting telecom traffic,0
SBA000462,application,Server Based Application,IM0041350,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 11:04,,05-03-2014 12:02,05-03-2014 12:02,"0,963611111",Software,1.0,,,LATAM,Fiber Network,telecom workflow activity detected | network issue impacting operations | impacting application services | Fiber Network service degradation impacting users | monitoring ongoing service issue,0
DTA000057,application,Desktop Application,IM0041351,Closed,5,5,5.0,incident,closed,2.0,05-03-2014 11:20,,12-03-2014 13:47,12-03-2014 13:47,"2,31,11,11,111",Other,1.0,,,APAC,Core Network,requires infrastructure verification | network issue impacting operations | impacting application services | Core Network telecom outage impacting regional services | telecom workflow activity detected,0
SBA000131,application,Server Based Application,IM0041352,Closed,NS,4,,incident,closed,0.0,05-03-2014 11:29,05-03-2014 13:19,05-03-2014 13:43,05-03-2014 13:43,"0,800833333",Other,2.0,,,EMEA,Fiber Network,telecom disruption identified | network operations monitoring update | monitoring ongoing service issue | Fiber Network packet loss affecting telecom traffic | impacting application services,1
SBA000847,application,Server Based Application,IM0041353,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 11:32,,05-03-2014 11:49,05-03-2014 11:49,"0,292222222",Other,1.0,,,APAC,Mobile Core,telecom disruption identified | network operations monitoring update | Mobile Core network latency impacting operations | impacting application services | issue under telecom investigation,0
WBA000011,application,Web Based Application,IM0041354,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 11:44,,05-03-2014 14:31,05-03-2014 14:36,"2,87,22,22,222",User manual not used,1.0,,,NAM,Mobile Core,critical operational issue detected | ticket escalated to telecom support | telecom ticket under investigation | Mobile Core network slowdown affecting enterprise traffic | impacting application services,0
SBA000086,application,Server Based Application,IM0041355,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 11:49,,05-03-2014 16:47,05-03-2014 16:47,"4,9",Operator error,1.0,,,NAM,Mobile Core,Mobile Core routing instability detected in network | issue under telecom investigation | telecom ticket under investigation | impacting application services | urgent investigation required for telecom disruption,0
LAP000012,computer,Laptop,IM0041356,Closed,5,5,5.0,incident,closed,4.0,05-03-2014 11:50,,11-03-2014 15:36,11-03-2014 15:36,"4,57,71,38,889",Hardware,1.0,,,APAC,Core Network,Core Network service degradation impacting users | impacting computer services | ticket escalated to telecom support | active outage affecting telecom services | ongoing operational activity observed,0
LAP000017,computer,Laptop,IM0041357,Closed,5,5,5.0,incident,closed,2.0,05-03-2014 11:51,07-03-2014 15:44,13-03-2014 08:48,13-03-2014 08:48,"5,31,47,22,222",Hardware,2.0,,,NAM,Wireless Network,telecom workflow activity detected | awaiting operational confirmation | Wireless Network routing instability detected in network | request raised for outage escalation support | impacting computer services,1
SUB000456,subapplication,Web Based Application,IM0041358,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 11:55,,05-03-2014 12:24,05-03-2014 12:24,"0,476388889",User error,1.0,,,APAC,Core Network,impacting subapplication services | engineering review in progress | Core Network intermittent wireless instability observed | ongoing operational activity observed | active outage affecting telecom services,0
WBA000011,application,Web Based Application,IM0041359,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 12:06,,05-03-2014 14:17,05-03-2014 14:18,"2,19,55,55,556",Other,1.0,,,EMEA,Wireless Network,telecom ticket under investigation | request raised for outage escalation support | Wireless Network vpn disruption affecting connectivity | issue under telecom investigation | impacting application services,0
DCE000077,hardware,DataCenterEquipment,IM0041360,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 12:08,,05-03-2014 13:19,05-03-2014 13:19,"0,116944444",Operator error,1.0,,,NAM,VPN Service,request raised for outage escalation support | ongoing operational activity observed | VPN Service network slowdown affecting enterprise traffic | ticket escalated to telecom support | impacting hardware services,0
SBA000131,application,Server Based Application,IM0041361,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 12:13,,05-03-2014 13:04,05-03-2014 13:04,"0,8525",Unknown,1.0,,,LATAM,Core Network,critical operational issue detected | impacting application services | network operations monitoring update | Core Network vpn disruption affecting connectivity | issue under telecom investigation,0
SUB000426,subapplication,Web Based Application,IM0041362,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 12:15,,05-03-2014 17:18,05-03-2014 17:18,"5,05,13,88,889",Unknown,1.0,,,NAM,VPN Service,telecom workflow activity detected | VPN Service network slowdown affecting enterprise traffic | monitoring ongoing service issue | impacting subapplication services | critical operational issue detected,0
WBA000144,application,Web Based Application,IM0041363,Closed,NS,3,,incident,closed,0.0,05-03-2014 12:30,,05-03-2014 13:08,05-03-2014 13:08,"0,6425",Other,1.0,,,APAC,Fiber Network,telecom disruption identified | issue under telecom investigation | telecom ticket under investigation | Fiber Network network slowdown affecting enterprise traffic | impacting application services,0
SBA000747,application,Server Based Application,IM0041364,Closed,3,3,3.0,incident,closed,1.0,05-03-2014 12:38,,06-03-2014 15:07,06-03-2014 15:09,"13,02",Software,1.0,,,EMEA,Wireless Network,further network analysis required | urgent investigation required for telecom disruption | Wireless Network intermittent wireless instability observed | telecom ticket under investigation | impacting application services,0
DTA000053,application,Desktop Application,IM0041365,Closed,5,5,5.0,incident,closed,4.0,05-03-2014 12:43,,10-03-2014 12:54,10-03-2014 12:54,"1,83,04,44,444",Software,1.0,,,EMEA,5G Network,telecom ticket under investigation | issue under telecom investigation | 5G Network packet loss affecting telecom traffic | impacting application services | critical operational issue detected,0
CBD000280,computer,Banking Device,IM0041366,Closed,2,2,2.0,incident,closed,0.0,05-03-2014 12:45,,,05-03-2014 15:41,"29,275",,1.0,,,EMEA,Wireless Network,impacting computer services | network operations monitoring update | Wireless Network service degradation impacting users | engineering review in progress | network issue impacting operations,0
SBA000759,application,Server Based Application,IM0041367,Closed,4,4,4.0,request for information,closed,4.0,05-03-2014 12:48,,10-03-2014 16:43,10-03-2014 16:43,"5,91,30,55,556",Other,1.0,,,LATAM,5G Network,engineering review in progress | need clarification regarding service behavior | impacting application services | telecom workflow activity detected | 5G Network network latency impacting operations,0
SBA000063,application,Server Based Application,IM0041368,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 12:51,,05-03-2014 14:05,05-03-2014 14:05,"0,083888889",Other,1.0,,,LATAM,Mobile Core,awaiting operational confirmation | network operations monitoring update | network degradation impacting enterprise traffic | impacting application services | Mobile Core routing instability detected in network,0
SBA000063,application,Server Based Application,IM0041369,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 12:52,,05-03-2014 12:59,05-03-2014 13:04,"0,194722222",Other,1.0,,,EMEA,5G Network,5G Network telecom outage impacting regional services | impacting application services | monitoring ongoing service issue | network operations monitoring update | request raised for outage escalation support,0
SBA000607,application,Server Based Application,IM0041370,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 12:52,,10-03-2014 11:12,10-03-2014 11:12,"2,98,33,88,889",Other,1.0,,,EMEA,Wireless Network,active outage affecting telecom services | ticket escalated to telecom support | telecom ticket under investigation | Wireless Network telecom outage impacting regional services | impacting application services,0
HMD000047,hardware,MigratieDummy,IM0041371,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 12:59,,05-03-2014 13:46,05-03-2014 13:46,"0,781666667",Software,1.0,,,LATAM,Wireless Network,telecom ticket under investigation | seeking status update for telecom issue | impacting hardware services | Wireless Network packet loss affecting telecom traffic | further network analysis required,0
SBA000607,application,Server Based Application,IM0041372,Closed,4,4,4.0,incident,closed,15.0,05-03-2014 13:04,14-03-2014 09:00,18-03-2014 10:22,18-03-2014 10:22,"4,81,97,77,778",Other,3.0,,,APAC,VPN Service,critical operational issue detected | ticket reassigned across multiple teams | VPN Service traffic congestion affecting node performance | further network analysis required | impacting application services | ongoing operational activity observed,1
SBA000847,application,Server Based Application,IM0041373,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 13:04,,05-03-2014 13:14,05-03-2014 13:14,"0,163611111",Unknown,1.0,,,APAC,5G Network,impacting application services | request raised for outage escalation support | network operations monitoring update | further network analysis required | 5G Network telecom outage impacting regional services,0
SUB000508,subapplication,Web Based Application,IM0041374,Closed,5,5,5.0,incident,closed,3.0,05-03-2014 13:05,,07-03-2014 09:45,07-03-2014 09:47,"1,77,07,22,222",No error - works as designed,1.0,,,NAM,Mobile Core,impacting subapplication services | monitoring ongoing service issue | telecom disruption identified | network operations monitoring update | Mobile Core connectivity fluctuations under investigation,0
SUB000456,subapplication,Web Based Application,IM0041375,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 13:05,,05-03-2014 14:50,05-03-2014 14:50,"1,745",Software,1.0,,,EMEA,Fiber Network,requires infrastructure verification | critical operational issue detected | impacting subapplication services | Fiber Network service degradation impacting users | network operations monitoring update,0
DTA000025,application,Desktop Application,IM0041376,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 13:06,,05-03-2014 14:09,05-03-2014 14:09,"1,06,05,55,556",No error - works as designed,1.0,,,LATAM,Mobile Core,impacting application services | seeking status update for telecom issue | requires infrastructure verification | Mobile Core connectivity fluctuations under investigation | telecom ticket under investigation,0
CBD000871,computer,Banking Device,IM0041377,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 13:08,,,05-03-2014 15:28,"2,34,88,88,889",,1.0,,,APAC,Fiber Network,Fiber Network intermittent wireless instability observed | telecom ticket under investigation | issue under telecom investigation | clarification needed for ongoing connectivity issue | impacting computer services,0
SUB000456,subapplication,Web Based Application,IM0041378,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 13:08,,05-03-2014 14:51,05-03-2014 14:51,"1,71,69,44,444",Software,1.0,,,EMEA,Wireless Network,Wireless Network traffic congestion affecting node performance | impacting subapplication services | telecom workflow activity detected | active outage affecting telecom services | issue under telecom investigation,0
WBA000092,application,Web Based Application,IM0041379,Closed,4,4,4.0,incident,closed,2.0,05-03-2014 13:08,,18-03-2014 11:44,18-03-2014 11:44,"9,31,05,83,333",Other,1.0,,,APAC,VPN Service,impacting application services | telecom ticket under investigation | active outage affecting telecom services | VPN Service telecom outage impacting regional services | awaiting operational confirmation,0
SAN000182,storage,SAN,IM0041380,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 11:09,,05-03-2014 15:58,05-03-2014 15:59,"4,83,13,88,889",Other,1.0,,,APAC,5G Network,impacting storage services | issue under telecom investigation | ongoing operational activity observed | 5G Network packet loss affecting telecom traffic | telecom disruption identified,0
SBA000158,application,Server Based Application,IM0041381,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 11:10,,06-03-2014 16:12,06-03-2014 16:12,"1,55,38,88,889",No error - works as designed,1.0,,,NAM,Wireless Network,clarification needed for ongoing connectivity issue | impacting application services | Wireless Network routing instability detected in network | ongoing operational activity observed | further network analysis required,0
SUB000456,subapplication,Web Based Application,IM0041382,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 11:15,,05-03-2014 12:01,05-03-2014 12:01,"0,765833333",Software,1.0,,,NAM,Fiber Network,telecom disruption identified | engineering review in progress | telecom workflow activity detected | Fiber Network vpn disruption affecting connectivity | impacting subapplication services,0
SBA000462,application,Server Based Application,IM0041383,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 11:46,,05-03-2014 12:49,05-03-2014 12:50,"1,06,38,88,889",Other,1.0,,,EMEA,Wireless Network,further network analysis required | impacting application services | ongoing operational activity observed | Wireless Network vpn disruption affecting connectivity | active outage affecting telecom services,0
SBA000263,application,Server Based Application,IM0041384,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 11:59,,17-03-2014 11:03,17-03-2014 11:03,"0,118055556",Other,1.0,,,EMEA,5G Network,impacting application services | ticket escalated to telecom support | 5G Network service degradation impacting users | seeking status update for telecom issue | telecom workflow activity detected,0
SAP000004,application,SAP,IM0041385,Closed,5,5,5.0,request for information,closed,8.0,05-03-2014 12:15,,06-03-2014 16:17,06-03-2014 16:17,"1,45,22,77,778",Other,1.0,,,EMEA,Wireless Network,Wireless Network packet loss affecting telecom traffic | network operations monitoring update | requesting investigation update from telecom team | awaiting operational confirmation | impacting application services,0
DCE000077,hardware,DataCenterEquipment,IM0041386,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 12:26,,06-03-2014 12:10,06-03-2014 12:10,"0,706111111",Hardware,1.0,,,LATAM,Wireless Network,impacting hardware services | telecom workflow activity detected | ticket escalated to telecom support | service instability reported | Wireless Network service degradation impacting users,0
